,name,id,image,mode
0,n001298,0,0029_01.jpg,val
1,n001298,0,0046_01.jpg,train
2,n001298,0,0083_01.jpg,train
3,n001298,0,0127_01.jpg,train
4,n001298,0,0103_01.jpg,train
5,n001298,0,0072_01.jpg,train
6,n001298,0,0172_01.jpg,train
7,n001298,0,0089_01.jpg,val
8,n001298,0,0208_01.jpg,train
9,n001298,0,0107_01.jpg,train
10,n001298,0,0286_01.jpg,train
11,n001298,0,0288_01.jpg,train
12,n001298,0,0095_01.jpg,train
13,n001298,0,0100_01.jpg,train
14,n001298,0,0028_01.jpg,train
15,n001298,0,0405_01.jpg,train
16,n001298,0,0022_01.jpg,train
17,n001298,0,0014_01.jpg,val
18,n001298,0,0118_01.jpg,val
19,n001298,0,0374_01.jpg,train
20,n000944,1,0062_01.jpg,val
21,n000944,1,0271_01.jpg,train
22,n000944,1,0467_01.jpg,train
23,n000944,1,0259_01.jpg,train
24,n000944,1,0347_01.jpg,train
25,n000944,1,0220_01.jpg,train
26,n000944,1,0204_01.jpg,train
27,n000944,1,0023_01.jpg,train
28,n000944,1,0318_01.jpg,train
29,n000944,1,0090_01.jpg,val
30,n000944,1,0335_01.jpg,train
31,n000944,1,0012_01.jpg,train
32,n000944,1,0071_01.jpg,train
33,n000944,1,0163_01.jpg,train
34,n000944,1,0155_01.jpg,train
35,n000944,1,0073_01.jpg,train
36,n000944,1,0201_01.jpg,train
37,n000944,1,0268_01.jpg,train
38,n000944,1,0460_01.jpg,val
39,n000944,1,0104_01.jpg,val
40,n001061,2,0054_01.jpg,train
41,n001061,2,0046_01.jpg,train
42,n001061,2,0361_01.jpg,train
43,n001061,2,0357_01.jpg,val
44,n001061,2,0027_02.jpg,train
45,n001061,2,0148_01.jpg,val
46,n001061,2,0156_01.jpg,train
47,n001061,2,0066_01.jpg,train
48,n001061,2,0117_01.jpg,train
49,n001061,2,0012_01.jpg,train
50,n001061,2,0063_01.jpg,train
51,n001061,2,0024_01.jpg,train
52,n001061,2,0047_01.jpg,train
53,n001061,2,0049_01.jpg,train
54,n001061,2,0370_01.jpg,val
55,n001061,2,0141_01.jpg,train
56,n001061,2,0118_01.jpg,train
57,n001061,2,0342_01.jpg,val
58,n001061,2,0350_01.jpg,train
59,n001061,2,0008_01.jpg,train
60,n000381,3,0054_01.jpg,train
61,n000381,3,0013_01.jpg,train
62,n000381,3,0202_01.jpg,train
63,n000381,3,0326_01.jpg,val
64,n000381,3,0048_01.jpg,train
65,n000381,3,0156_01.jpg,train
66,n000381,3,0197_01.jpg,train
67,n000381,3,0007_01.jpg,train
68,n000381,3,0066_01.jpg,train
69,n000381,3,0109_01.jpg,train
70,n000381,3,0121_01.jpg,train
71,n000381,3,0296_03.jpg,train
72,n000381,3,0017_02.jpg,train
73,n000381,3,0182_01.jpg,train
74,n000381,3,0002_01.jpg,train
75,n000381,3,0080_01.jpg,val
76,n000381,3,0092_01.jpg,train
77,n000381,3,0250_01.jpg,val
78,n000381,3,0240_01.jpg,val
79,n000381,3,0120_01.jpg,train
80,n001095,4,0210_01.jpg,train
81,n001095,4,0236_01.jpg,train
82,n001095,4,0081_01.jpg,train
83,n001095,4,0255_01.jpg,train
84,n001095,4,0044_01.jpg,train
85,n001095,4,0304_01.jpg,train
86,n001095,4,0040_01.jpg,val
87,n001095,4,0253_01.jpg,train
88,n001095,4,0314_01.jpg,train
89,n001095,4,0369_01.jpg,val
90,n001095,4,0227_01.jpg,train
91,n001095,4,0272_01.jpg,train
92,n001095,4,0147_01.jpg,train
93,n001095,4,0092_01.jpg,train
94,n001095,4,0041_01.jpg,train
95,n001095,4,0122_01.jpg,train
96,n001095,4,0366_01.jpg,val
97,n001095,4,0352_01.jpg,train
98,n001095,4,0143_01.jpg,train
99,n001095,4,0289_01.jpg,val
100,n000375,5,0025_01.jpg,train
101,n000375,5,0259_01.jpg,train
102,n000375,5,0204_01.jpg,train
103,n000375,5,0332_02.jpg,train
104,n000375,5,0294_01.jpg,val
105,n000375,5,0284_01.jpg,train
106,n000375,5,0187_01.jpg,train
107,n000375,5,0248_01.jpg,train
108,n000375,5,0159_01.jpg,train
109,n000375,5,0147_01.jpg,train
110,n000375,5,0138_01.jpg,val
111,n000375,5,0057_01.jpg,val
112,n000375,5,0102_02.jpg,train
113,n000375,5,0080_01.jpg,train
114,n000375,5,0252_01.jpg,train
115,n000375,5,0285_01.jpg,val
116,n000375,5,0004_01.jpg,train
117,n000375,5,0067_01.jpg,train
118,n000375,5,0016_01.jpg,train
119,n000375,5,0108_01.jpg,train
120,n000729,6,0044_01.jpg,train
121,n000729,6,0039_01.jpg,train
122,n000729,6,0172_01.jpg,train
123,n000729,6,0232_01.jpg,train
124,n000729,6,0351_01.jpg,val
125,n000729,6,0007_01.jpg,train
126,n000729,6,0119_01.jpg,train
127,n000729,6,0031_01.jpg,train
128,n000729,6,0105_01.jpg,train
129,n000729,6,0021_01.jpg,train
130,n000729,6,0314_02.jpg,train
131,n000729,6,0214_01.jpg,val
132,n000729,6,0136_01.jpg,train
133,n000729,6,0010_01.jpg,val
134,n000729,6,0080_01.jpg,train
135,n000729,6,0180_01.jpg,train
136,n000729,6,0301_01.jpg,val
137,n000729,6,0403_01.jpg,train
138,n000729,6,0020_01.jpg,train
139,n000729,6,0004_01.jpg,train
140,n000372,7,0292_01.jpg,train
141,n000372,7,0392_01.jpg,train
142,n000372,7,0345_03.jpg,val
143,n000372,7,0001_01.jpg,train
144,n000372,7,0238_01.jpg,train
145,n000372,7,0083_01.jpg,val
146,n000372,7,0081_01.jpg,train
147,n000372,7,0390_01.jpg,train
148,n000372,7,0137_04.jpg,train
149,n000372,7,0455_01.jpg,train
150,n000372,7,0279_01.jpg,train
151,n000372,7,0195_01.jpg,train
152,n000372,7,0426_01.jpg,train
153,n000372,7,0110_01.jpg,train
154,n000372,7,0096_02.jpg,train
155,n000372,7,0184_02.jpg,train
156,n000372,7,0378_01.jpg,train
157,n000372,7,0305_01.jpg,train
158,n000372,7,0242_01.jpg,val
159,n000372,7,0401_01.jpg,val
160,n000140,8,0280_01.jpg,train
161,n000140,8,0373_02.jpg,val
162,n000140,8,0261_01.jpg,train
163,n000140,8,0451_01.jpg,val
164,n000140,8,0189_01.jpg,train
165,n000140,8,0119_02.jpg,train
166,n000140,8,0204_01.jpg,train
167,n000140,8,0023_02.jpg,train
168,n000140,8,0308_01.jpg,train
169,n000140,8,0078_01.jpg,train
170,n000140,8,0042_01.jpg,train
171,n000140,8,0050_01.jpg,train
172,n000140,8,0195_01.jpg,train
173,n000140,8,0311_01.jpg,train
174,n000140,8,0028_01.jpg,train
175,n000140,8,0128_01.jpg,val
176,n000140,8,0211_02.jpg,train
177,n000140,8,0126_01.jpg,train
178,n000140,8,0442_01.jpg,train
179,n000140,8,0061_03.jpg,val
180,n001092,9,0326_02.jpg,train
181,n001092,9,0338_01.jpg,train
182,n001092,9,0334_01.jpg,train
183,n001092,9,0200_01.jpg,train
184,n001092,9,0255_01.jpg,train
185,n001092,9,0011_01.jpg,train
186,n001092,9,0005_01.jpg,train
187,n001092,9,0078_01.jpg,train
188,n001092,9,0042_01.jpg,val
189,n001092,9,0142_01.jpg,train
190,n001092,9,0150_01.jpg,train
191,n001092,9,0353_01.jpg,train
192,n001092,9,0187_01.jpg,val
193,n001092,9,0218_01.jpg,train
194,n001092,9,0010_01.jpg,val
195,n001092,9,0049_01.jpg,train
196,n001092,9,0287_01.jpg,train
197,n001092,9,0018_01.jpg,train
198,n001092,9,0342_01.jpg,train
199,n001092,9,0240_01.jpg,val
200,n000524,10,0101_01.jpg,val
201,n000524,10,0422_01.jpg,val
202,n000524,10,0259_01.jpg,train
203,n000524,10,0048_01.jpg,train
204,n000524,10,0093_02.jpg,train
205,n000524,10,0040_01.jpg,train
206,n000524,10,0117_01.jpg,train
207,n000524,10,0121_01.jpg,train
208,n000524,10,0365_01.jpg,val
209,n000524,10,0335_01.jpg,train
210,n000524,10,0038_01.jpg,train
211,n000524,10,0213_02.jpg,train
212,n000524,10,0291_01.jpg,train
213,n000524,10,0229_01.jpg,train
214,n000524,10,0069_01.jpg,val
215,n000524,10,0217_01.jpg,train
216,n000524,10,0401_01.jpg,train
217,n000524,10,0084_01.jpg,train
218,n000524,10,0215_01.jpg,train
219,n000524,10,0051_02.jpg,train
220,n000716,11,0113_01.jpg,val
221,n000716,11,0302_01.jpg,train
222,n000716,11,0349_01.jpg,train
223,n000716,11,0144_01.jpg,train
224,n000716,11,0193_03.jpg,train
225,n000716,11,0105_01.jpg,val
226,n000716,11,0021_01.jpg,train
227,n000716,11,0099_01.jpg,train
228,n000716,11,0095_01.jpg,train
229,n000716,11,0354_02.jpg,train
230,n000716,11,0045_01.jpg,train
231,n000716,11,0030_01.jpg,train
232,n000716,11,0317_01.jpg,train
233,n000716,11,0333_01.jpg,train
234,n000716,11,0352_01.jpg,train
235,n000716,11,0198_01.jpg,val
236,n000716,11,0120_01.jpg,val
237,n000716,11,0297_01.jpg,train
238,n000716,11,0143_01.jpg,train
239,n000716,11,0043_01.jpg,train
240,n000386,12,0129_01.jpg,train
241,n000386,12,0170_01.jpg,train
242,n000386,12,0154_02.jpg,val
243,n000386,12,0181_01.jpg,val
244,n000386,12,0247_01.jpg,val
245,n000386,12,0119_01.jpg,train
246,n000386,12,0019_01.jpg,train
247,n000386,12,0031_01.jpg,train
248,n000386,12,0040_01.jpg,train
249,n000386,12,0277_02.jpg,train
250,n000386,12,0353_01.jpg,train
251,n000386,12,0253_01.jpg,train
252,n000386,12,0426_01.jpg,train
253,n000386,12,0206_01.jpg,train
254,n000386,12,0244_01.jpg,train
255,n000386,12,0419_01.jpg,val
256,n000386,12,0124_01.jpg,train
257,n000386,12,0026_01.jpg,train
258,n000386,12,0065_01.jpg,train
259,n000386,12,0094_01.jpg,train
260,n001254,13,0146_01.jpg,val
261,n001254,13,0113_01.jpg,train
262,n001254,13,0453_01.jpg,train
263,n001254,13,0048_01.jpg,val
264,n001254,13,0243_01.jpg,train
265,n001254,13,0351_01.jpg,train
266,n001254,13,0015_01.jpg,train
267,n001254,13,0115_01.jpg,train
268,n001254,13,0009_01.jpg,train
269,n001254,13,0105_02.jpg,train
270,n001254,13,0438_01.jpg,train
271,n001254,13,0440_01.jpg,train
272,n001254,13,0059_01.jpg,train
273,n001254,13,0149_01.jpg,train
274,n001254,13,0153_01.jpg,train
275,n001254,13,0205_01.jpg,train
276,n001254,13,0454_01.jpg,val
277,n001254,13,0184_01.jpg,val
278,n001254,13,0198_01.jpg,train
279,n001254,13,0179_01.jpg,train
280,n000988,14,0129_01.jpg,train
281,n000988,14,0338_01.jpg,train
282,n000988,14,0436_01.jpg,train
283,n000988,14,0019_01.jpg,val
284,n000988,14,0040_01.jpg,train
285,n000988,14,0042_01.jpg,val
286,n000988,14,0033_02.jpg,train
287,n000988,14,0012_02.jpg,val
288,n000988,14,0090_01.jpg,train
289,n000988,14,0082_01.jpg,train
290,n000988,14,0061_02.jpg,train
291,n000988,14,0092_01.jpg,val
292,n000988,14,0421_01.jpg,train
293,n000988,14,0201_01.jpg,train
294,n000988,14,0034_02.jpg,train
295,n000988,14,0130_01.jpg,train
296,n000988,14,0022_01.jpg,train
297,n000988,14,0018_01.jpg,train
298,n000988,14,0299_02.jpg,train
299,n000988,14,0096_01.jpg,train
300,n001066,15,0037_01.jpg,train
301,n001066,15,0001_01.jpg,train
302,n001066,15,0035_01.jpg,train
303,n001066,15,0172_01.jpg,train
304,n001066,15,0286_02.jpg,train
305,n001066,15,0216_01.jpg,train
306,n001066,15,0015_01.jpg,val
307,n001066,15,0174_01.jpg,train
308,n001066,15,0087_01.jpg,train
309,n001066,15,0438_01.jpg,train
310,n001066,15,0318_01.jpg,train
311,n001066,15,0327_01.jpg,train
312,n001066,15,0069_01.jpg,val
313,n001066,15,0018_01.jpg,train
314,n001066,15,0053_02.jpg,train
315,n001066,15,0209_01.jpg,val
316,n001066,15,0122_02.jpg,train
317,n001066,15,0219_01.jpg,val
318,n001066,15,0368_02.jpg,train
319,n001066,15,0527_02.jpg,train
320,n000975,16,0025_01.jpg,val
321,n000975,16,0162_01.jpg,train
322,n000975,16,0234_01.jpg,train
323,n000975,16,0172_01.jpg,train
324,n000975,16,0197_01.jpg,train
325,n000975,16,0379_01.jpg,train
326,n000975,16,0208_01.jpg,train
327,n000975,16,0123_01.jpg,train
328,n000975,16,0178_01.jpg,train
329,n000975,16,0117_01.jpg,train
330,n000975,16,0133_01.jpg,train
331,n000975,16,0218_01.jpg,val
332,n000975,16,0082_01.jpg,train
333,n000975,16,0124_01.jpg,train
334,n000975,16,0346_03.jpg,train
335,n000975,16,0225_01.jpg,train
336,n000975,16,0077_01.jpg,train
337,n000975,16,0018_02.jpg,val
